fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Steven Caldwell,female,1962-10-14,29,7904297019,vmoore@example.net,42238 Weiss Corners,North Crystaltown,New York,25877,salaried,"Griffin, Carr and Haas",13548.34368495299,business,44854.89482919058,19,False,True,True,False,True,Ramos-Graham,partnership,b1b83013-b2bc-4996-a391-65b6f06225e6,2022-12-31,49791.10937572738,16709.743710373546,35305.12355293807,3944.0996766581566,True
Angela Rivera,other,1962-02-27,35,(558)615-1949x3763,joannabeck@example.net,06672 Lauren Pass Suite 175,Morrisonberg,Iowa,36167,business owner,"Navarro, Reynolds and Choi",44780.651509970536,business,52603.18411304801,31,True,False,True,True,True,"Navarro, Cooper and Sanchez",sole proprietorship,0ee4deff-2008-4cae-ab2c-f1bad2ee790c,2006-05-26,49756.367957538925,9651.140991366476,19703.94876091125,7821.272168496572,True
Terry Perez,other,1984-11-10,55,+1-447-571-4525x67783,wrightjessica@example.org,156 Eric Islands Apt. 613,Thompsonmouth,Wisconsin,41017,salaried,Drake-Wood,41553.99150862544,business,16484.109163520156,33,False,True,True,True,True,Alvarez-Nelson,partnership,7861479c-4c7a-4ba7-ad69-de9892a579d0,2005-12-23,34253.325134512765,8608.055248268829,16215.454014888526,8625.903899702367,False
Taylor Hayes,female,2003-04-20,25,(878)791-3406,jeremylee@example.org,38280 Floyd Hills,South Joshuamouth,Indiana,76770,salaried,"Montes, Bennett and Wood",48819.13557507263,business,13165.984056222529,27,True,True,False,False,True,"Taylor, Meyer and Collins",corporation,d0d149e7-e4ac-497b-857d-6d9688a1d68b,2022-11-12,47227.539259306795,9328.329077955887,21705.751029030165,2757.934291509001,True
Maria Martinez MD,other,1977-11-23,53,2703414643,rharrell@example.com,6732 Eric Port,Rodgersburgh,Connecticut,50130,business owner,Cummings Group,17174.88730762474,business,71321.11231357098,15,False,False,False,False,True,Anderson and Sons,partnership,233cd11d-f3cd-483d-92a4-ce30c293c60b,2005-08-19,43037.98143351738,2224.3169566442075,39938.4248161585,9648.05557634978,False
Kimberly Baker,male,1977-01-14,41,+1-328-706-9828x43302,jeffreymartinez@example.org,8470 Sherry Pines Suite 706,Port Pamelaside,Arizona,03197,salaried,"Ortiz, Martinez and Mosley",6049.513218896131,business,22906.995993256038,26,False,False,False,True,True,Delgado Inc,partnership,9f515a92-622f-45ab-b87b-534fc8c6742f,2004-10-10,13963.793863818737,4475.041354725818,30061.169881403,9079.377247146502,True
Cheryl Cook,other,1963-08-18,38,666.299.3121x69196,qhopkins@example.com,729 Moore Ridge,Smithhaven,Kentucky,38638,self-employed,Nguyen Ltd,17066.380325693834,business,47388.35304238566,25,False,True,True,False,True,Simmons PLC,sole proprietorship,f000cd49-6cd7-40a6-8751-07b3b23d7cda,2008-01-27,35731.29896780302,11918.176132004946,24570.659452563556,8192.209280130815,True
David Martinez,male,2004-06-08,19,928-473-6990,danielwatts@example.net,4270 John Roads,Aaronshire,Pennsylvania,37779,business owner,Roach-Green,9937.167054993317,business,88489.67216612939,34,True,True,True,True,True,"Miller, Glenn and Herrera",partnership,a724a0b4-6ec1-4906-9353-e35ed181a911,2004-09-11,14663.546339426579,11070.221256422095,35662.04423615134,6803.896877193215,False
Timothy Whitehead,female,1999-03-15,24,565.221.6367x8624,schaefermichael@example.net,84835 Nathan Mountain Apt. 806,East Amandaton,Oregon,10331,self-employed,Newman Inc,7846.112192578229,business,32538.308312194175,34,True,True,True,True,True,Jenkins Inc,partnership,8724be18-495d-42ae-8623-92d020821995,2016-01-08,6684.497944184051,6216.231772797262,40199.59682107993,4379.2215230102065,True
Lori Rivera,male,1973-05-13,31,566.671.5405x801,maryduncan@example.net,7393 Wolfe Causeway,Reevesport,Montana,37407,business owner,Wood Inc,27407.57444575565,business,18892.857505488846,35,False,False,True,False,True,Garrett Group,partnership,0ce0c025-a1bb-44b2-992d-9543b1469e78,2003-07-19,36480.147683755735,15255.551339101277,26947.333251296455,4842.602576242958,True
Christopher Ramirez,male,1997-11-18,22,898-499-6394x000,robert51@example.org,437 Jackson Branch,Walkermouth,New Jersey,61530,self-employed,"Austin, Perkins and Cook",11647.766558028292,business,92619.68860807375,33,False,False,False,True,True,Atkinson-Welch,sole proprietorship,4ef44caf-5205-40da-b615-17f9cdc970a2,2019-07-20,8156.321539725038,10115.109054742325,15222.35596918275,4020.9669409986777,False
Aaron Lane,other,1955-10-29,23,(508)942-0364x2552,comptonchristina@example.com,458 Christopher Mountain,Bradleymouth,New York,82307,business owner,Stephenson PLC,13420.008764585138,business,54857.052882823264,12,True,True,False,False,True,Jones-Benton,partnership,edab3ac6-ec15-4730-8f8c-730e6aedf03e,2006-10-06,40096.43775328291,2154.7880747449717,19811.12191113763,8481.695148018984,False
Kristin Butler,other,1976-11-25,18,001-255-202-9424,petersdiana@example.org,52635 Laura Key Suite 331,Glennview,Hawaii,40485,self-employed,Lynch Ltd,17117.664417783104,business,16581.91711118682,27,True,False,False,False,True,Carlson LLC,corporation,1914b222-31d3-4954-a8ad-3cc9622dd2d8,2015-10-19,10915.317175196808,13980.031321519074,34226.69489327178,6390.280160933067,True
Susan Cook,male,1957-02-02,52,001-831-592-2606x0705,bcaldwell@example.net,92016 Aaron Vista,Lake Nicholaschester,Illinois,69219,self-employed,Hicks-Thompson,46089.04649268848,business,29062.231454909786,12,False,True,False,False,True,Smith Group,partnership,ee04f4db-260f-4e69-a0fc-7b37fc2dbc66,2004-11-17,14484.696339126333,10500.686140034975,46142.785299305586,8114.598102215019,False
Max Schneider,male,1981-10-02,37,+1-579-654-2041,kathrynmorales@example.net,106 Alexander Mountains,New Andrestad,Louisiana,15862,salaried,"Jackson, Mooney and Mendez",36325.35114335646,business,39901.26452278573,29,False,False,True,True,True,"Saunders, Murphy and Aguilar",corporation,c3d3c10e-e71f-411a-b53a-565b8ab1a539,2005-08-19,41773.68541937118,7101.681710815998,31720.765400593493,4201.737589606989,False
Mr. Zachary Richardson,other,1984-02-08,40,(258)396-4873,leah47@example.org,1277 Phillip Rest Suite 734,Victoriaton,South Carolina,22895,salaried,Graham and Sons,46614.156783020764,business,57435.80954022544,20,False,False,False,False,True,Richardson LLC,corporation,8a602dbd-e4ec-40a2-a9ca-7c4656722326,2021-11-26,40981.95589617168,8247.39431355846,44917.38431829393,5303.0989004683015,False
Mary Potter,female,1980-09-20,69,473-797-8246x4301,gillespielorraine@example.org,4052 Griffin Valley Apt. 548,Johnathanstad,Kentucky,45424,business owner,Sanchez Inc,38736.89637718967,business,49572.45605208018,20,False,True,True,False,True,Nunez Group,sole proprietorship,35351446-859e-485b-8346-c288b72773c7,2017-09-20,38531.08445172669,16193.95423728331,19109.99014499365,5439.9490684469065,True
Juan Pena,other,1966-09-04,65,453-885-2209x542,stephanieduncan@example.com,47625 Moran Spur,Brightmouth,South Dakota,76259,business owner,"Burns, Kelly and Johnson",22920.409793344483,business,58046.371965714,31,False,True,True,True,True,Thompson Group,partnership,e095d45b-1170-4094-9346-bbe8f40983ae,2004-12-09,45537.64920848193,10353.143034797042,15085.474675675741,1220.1082969310103,True
Amanda Johns,female,1989-07-29,47,(318)315-0087,whoward@example.org,6742 Vang Forest,North Deborahbury,Washington,85992,salaried,"Taylor, Reid and Barnes",47052.332737818906,business,18166.163014776288,33,False,False,True,True,True,"Sanford, Montgomery and Hayes",corporation,6a5c8aa8-fcad-4165-9e16-1eb9427fb084,2017-03-04,15157.623562224959,10581.812673556633,38047.26294227241,4735.746095768626,False
Angela Hays,other,1972-01-18,59,552-475-5995,kenneth41@example.net,775 Greer Ranch,Blakefort,Ohio,59773,self-employed,Moreno and Sons,49629.01410233384,business,75081.58490061696,18,False,False,False,True,True,King-Figueroa,partnership,fb41522e-c9f7-4192-a9ea-4cc179e177d8,2021-04-03,47973.07806044199,19866.745030336664,43736.924598956946,7338.17734627643,False
Nathan Vaughn,female,1956-09-08,70,001-345-696-3768x6402,maria40@example.org,211 Ingram Ridge,Travisfurt,Tennessee,48405,salaried,Glover and Sons,34267.58578117564,business,47561.18557779194,19,True,False,True,True,True,"Gray, Neal and Smith",corporation,e43bf298-7fe7-4977-910c-16e8bd4e94dd,2000-10-13,27482.90926049094,17726.948288168314,23713.197911292486,2770.0096324130827,True
Margaret Jackson,female,1998-08-24,21,+1-617-507-6979x392,ericcrawford@example.net,4579 Brady Ville Apt. 473,Christopherhaven,New Jersey,64475,self-employed,"Shah, Russell and Chan",41695.19564858803,business,10462.218495373812,28,False,True,True,False,True,"Rasmussen, Delgado and Avery",corporation,63c440eb-68fd-4567-8b27-fceef8a04047,2017-10-17,32295.616328767246,11707.536296110435,36756.95641473627,2314.0896526783654,False
John Rush,female,1970-01-01,46,867-970-9684x7597,garciarebecca@example.com,921 Shaw Roads,Lake Dana,Texas,14755,self-employed,"Young, Walker and Hill",42146.7847493668,business,84600.34879699475,20,True,True,False,False,True,Wilson Ltd,sole proprietorship,346dec57-450e-4f2f-ace3-6cbdc900337b,2010-06-16,7463.915582023366,15938.31401509596,47804.640394157475,6546.028621157601,True
Daniel Wilson,other,1959-04-03,65,(632)734-4583x658,henryjonathan@example.net,1755 Riggs Springs Apt. 037,New April,Wyoming,14895,business owner,"Ross, Moore and Woods",25123.472507263647,business,65859.0946676087,17,False,True,False,True,True,Galloway-Lawson,corporation,47a9f97c-03f2-4b48-ac21-21123a8eb881,2019-11-17,37809.541379520495,12062.529873265134,24348.041142071408,1603.1898059820421,False
Adam Larsen,female,2002-12-16,64,+1-234-344-0996,catherine62@example.org,38714 Joshua Squares Apt. 945,Lake Jasonside,North Carolina,46969,business owner,Ferguson Ltd,25828.924977422765,business,98118.68250239376,26,True,True,True,True,True,Thomas-Chan,partnership,c8c194da-5195-481d-9201-69511ffd8019,2023-05-02,5821.721375831073,7610.8275640081365,14685.95008012298,2555.0286424977908,True
Erika Heath,male,1993-09-19,40,001-932-311-4496,brownpaula@example.org,72217 Henry Estates,Griffinstad,Oregon,14977,salaried,Lewis-Khan,19561.50746778984,business,82314.26053171125,31,False,True,False,True,True,"Roberson, White and Nichols",corporation,54e27317-c4bf-4113-9c45-5c1bcea900fc,2009-10-13,48490.44673644267,14462.99177489822,21934.67166291946,7609.207907340177,False
Thomas Thomas,other,1988-03-05,32,001-643-850-4068x3848,john41@example.net,4743 Aguilar Mission,Christopherside,New Hampshire,69987,salaried,Edwards LLC,41531.65939810989,business,12817.345330776345,36,True,False,True,True,True,Baker-Jones,partnership,91958eaa-df58-48fe-b436-f5c9f6163157,2009-06-17,47400.475807648465,3097.6282678471916,48482.53341384985,4936.420072596737,True
John Fisher,other,1986-05-09,51,001-349-750-4197x76670,kanderson@example.com,112 Randolph Squares,New Kimberly,Florida,63971,self-employed,Turner-Cole,23372.6933025222,business,87597.9511847192,22,False,False,True,True,True,"Holder, Johnson and Simpson",sole proprietorship,0fe82b67-0150-4e26-a362-643b1c2128c5,2001-02-04,30360.204061295954,11625.735062868598,30699.19070579506,6686.112036660809,True
Brian Glover,male,1970-06-27,19,(681)828-7331x37033,uhicks@example.net,3064 Patrick Place Suite 266,Bakerside,Georgia,73604,self-employed,Garner-Short,34435.90418290047,business,54640.83747315625,13,True,False,False,False,True,"Mcgee, Hunt and Moore",sole proprietorship,eee3b1c0-54d7-4c04-84ea-87c2c456cc08,2012-07-18,10627.54584894694,18102.49523352892,44192.61118438271,2600.422382041569,True
Joshua Gray,male,1963-08-18,51,+1-759-507-8443x512,santiagokristina@example.com,45897 Alexander Green Suite 907,Samuelton,Kentucky,88776,salaried,Dillon PLC,6126.253924666436,business,30567.326166412884,34,False,False,False,True,True,Anderson and Sons,partnership,8720d8af-ac17-49e0-a981-6fcfd19f2a37,2022-01-09,26518.625393173388,17502.528566007768,14618.380689939197,1676.1259766733992,True
Daniel Hurst,other,1978-05-29,55,+1-946-997-2926x343,teresacrane@example.org,28526 Adams Plains Suite 841,Masonview,Minnesota,58364,self-employed,Aguilar PLC,15703.738565356487,business,23097.96971838685,18,False,True,False,False,True,Taylor and Sons,partnership,f1b613a3-edc2-4ce7-bcb3-973ba6381076,2024-06-14,35503.33939221616,11014.274882505493,36222.535203296924,6682.657384437486,False
Kevin Hobbs,other,1977-07-28,23,605-346-3673x25083,yclark@example.org,02543 Harris Port,Port Amy,South Carolina,59198,self-employed,"Young, Parker and Burns",38403.74950837521,business,41985.02097458739,12,True,True,False,False,True,Flores-Lee,corporation,235e72ce-1a20-41bd-ae18-4b67bf28134e,2010-02-24,32725.17914357811,12656.500901130195,29193.04285454558,2199.843402814665,False
Henry Boyer,male,1976-01-01,41,+1-418-918-9578,juliefloyd@example.com,122 Brooks Keys,North Lesliehaven,Illinois,88127,self-employed,"Rush, Francis and Myers",37850.41030041836,business,16947.478290907817,26,False,True,False,True,True,Thompson-Sanchez,corporation,f52f0810-2ecd-4131-8c78-2015da9ced8e,2002-05-10,26973.13178863077,16929.547261600725,26944.704631623674,1755.6409580358509,True
Eric Lambert,female,1965-07-12,46,(529)659-7869x91158,jennifer80@example.org,79510 Brown Springs Suite 840,West Victoria,Maryland,96000,salaried,"Brown, Hood and Horn",22299.260474441144,business,63200.741852206665,14,True,True,True,False,True,Lewis Inc,partnership,36fd485b-19cd-48d0-861c-a4d789417256,2016-01-30,30255.747852585737,15302.487124702255,47972.30717087435,7206.044803950008,True
Todd Bush,female,1979-01-21,57,773.360.3183,kyliehart@example.org,8779 Thomas Streets Apt. 464,Wardton,Michigan,72802,self-employed,Curry Inc,42151.92453854733,business,67474.7163161769,24,False,True,True,True,True,"Marshall, Cole and Reynolds",partnership,d7332221-9432-4c62-9c2e-ddda5ae70a67,2015-04-19,6195.045143816849,11963.131413961748,37735.1914531152,6227.163484967814,True
Matthew Perez,female,1982-06-01,68,+1-210-785-8388,taylor86@example.com,66271 Page Fort,Morenoview,Virginia,78361,salaried,Miller Inc,28468.571524972296,business,48894.689570281145,20,True,False,False,True,True,Brooks Inc,sole proprietorship,cf87f9c3-0233-49e9-845f-3331896fa997,2004-03-23,25096.776199394917,18543.69243574295,17904.44954259484,8579.58496364779,True
Kevin Cannon,female,1990-11-13,62,+1-635-323-4509x24129,qjohnson@example.org,028 Suarez Ridges Apt. 841,East Lauren,Illinois,08236,business owner,"Werner, Adams and Hobbs",10577.522395134622,business,25306.43532320996,15,True,True,True,False,True,"Taylor, Hobbs and Ramos",corporation,21dc2e46-b96f-44af-b663-a8692eff0781,2007-08-26,28376.254320291304,3919.2633929476724,25234.108451739958,4330.665826159226,False
Christina Love,other,1976-03-06,55,564-374-6642,pattynunez@example.org,21874 Bill Place Suite 203,Wallshire,New Hampshire,54818,self-employed,Brown PLC,22314.858228604666,business,32528.869554931895,17,False,False,True,False,True,"Avila, Webster and Livingston",corporation,2dce5fcd-1b65-485b-a6e1-bdaf87761f0f,2018-06-17,5037.029783958372,6183.004877700649,49514.91229496868,9571.849232709461,False
Anita Smith,female,1954-10-28,64,001-449-372-8944,angela26@example.net,765 William Stravenue,Shawnburgh,Idaho,46387,self-employed,"Wilson, Williams and Medina",28539.73779843218,business,48634.677806816,36,False,False,True,True,True,"Ellis, Hoover and Glenn",sole proprietorship,5257f750-5cdf-436a-a10d-ccee41e64e3f,2023-09-10,5251.989333498041,14805.390194602727,25790.754091437695,7648.77528142898,False
Catherine Goodman,female,1955-03-07,34,807-839-5015x1641,awillis@example.com,255 Ronald Parkways,New Curtis,Washington,88041,business owner,Schmitt Group,5796.111441425744,business,90612.76206872339,19,True,True,False,False,True,Mitchell-Mendoza,sole proprietorship,074d3d7f-7972-45e4-a430-58616fd59911,2007-09-01,45370.540263683695,18409.823603581102,19294.861461573066,4040.6187205967285,False
Eric Buck,female,1983-09-23,54,7596358156,charles57@example.net,3913 Chad Grove,Hansenmouth,Utah,29865,business owner,"Ray, Jackson and Huff",13366.724907006675,business,36110.70064343764,18,True,True,False,False,True,"Farmer, Pollard and Welch",corporation,ad330f28-d537-40fa-ae6c-74cdbfe1f806,2017-09-20,19403.288029011404,9731.16300883417,49223.39718296151,6511.147176355558,False
Javier Frederick,other,1995-05-12,58,+1-728-890-8489x46263,lynchkimberly@example.net,71381 Janet Ferry Apt. 211,Lake Karenton,Hawaii,60085,business owner,Simpson Ltd,38404.80442892432,business,38630.829050806016,29,False,False,False,True,True,"Gross, Powell and Gregory",corporation,140cc9d2-b95e-4b9c-9a11-4895a861e501,2006-03-13,40007.456532131815,4147.816895591373,12250.133470622892,9381.034728905066,False
Diana Owens,female,1967-11-09,42,762.213.6239x20809,franklinjames@example.org,8626 Kramer Trail,Amandafurt,Missouri,41682,salaried,"Wang, Dillon and Dunn",40462.40636056393,business,52541.04109434966,27,True,False,False,False,True,"Higgins, Moss and Obrien",corporation,46888019-a3b0-4573-89fa-266569c46bc6,2005-09-09,5365.839131111645,7506.460324303057,44061.19854488688,6692.348567954333,False
Brett Randall,female,1958-11-08,51,001-640-982-2685x27454,armstrongkaren@example.net,0825 Stephanie Fort Suite 930,Susanmouth,Maryland,97153,self-employed,Morales LLC,28881.403634186445,business,90077.79827745784,36,True,False,False,False,True,Miller-Mckinney,partnership,3303a98f-7a39-4f40-b766-b3e92bdee76d,2009-09-27,22047.954953420438,17727.368880645314,11460.843209910116,3452.3514070361093,False
Joel Marshall,male,1954-07-05,45,605.778.0204x0140,amber14@example.org,6545 Jennifer Station,Burtonhaven,Delaware,44291,salaried,Harrison Inc,25046.527477871256,business,48284.41144322396,16,False,True,True,False,True,Crawford Group,corporation,a600cfa1-f1ab-4c8c-a86d-58f780f9dabe,2022-07-03,34440.117007164554,7133.482067255955,28735.297912791422,1081.596890950723,False
